Date,Day,Time,Time Zone,Wind (mph),Vis. (mi.),Weather,Sky Cond.,Air,Dwpt,Max.,Min.,Relative Humidity,Wind Chill (Â°F),Heat Index (Â°F),altimeter (in),sea level (mb),1 hr,3 hr,6 hr,Data Retrieval Date,Obs_Month,Obs_Year
2025-01-01,1,13:53,EST,Vrbl  7,10.0,Fair,CLR,48.0,24.1,,,39%,45.0,,29.88,1011.8,,,,2025-01-02,1,2025
2025-01-01,1,14:53,EST,NW  10  G 20,10.0,Mostly Cloudy,BKN055 BKN065,48.0,25.0,,,41%,44.0,,29.9,1012.6,,,,2025-01-02,1,2025
2025-01-01,1,15:53,EST,NW  13  G 24,10.0,Fair,CLR,45.0,24.1,,,44%,39.0,,29.93,1013.5,,,,2025-01-02,1,2025
2025-01-01,1,16:53,EST,Vrbl  7,10.0,Fair,CLR,42.1,21.9,,,45%,38.0,,29.96,1014.5,,,,2025-01-02,1,2025
2025-01-01,1,17:53,EST,Vrbl  5,10.0,Partly Cloudy,SCT055,41.0,21.9,,,47%,38.0,,29.98,1015.1,,,,2025-01-02,1,2025
2025-01-01,1,18:53,EST,Calm,10.0,Fair,CLR,39.9,21.9,50.0,39.9,49%,,,29.99,1015.5,,,,2025-01-02,1,2025
2025-01-01,1,19:53,EST,W  7,10.0,Fair,CLR,41.0,21.0,,,45%,37.0,,29.99,1015.6,,,,2025-01-02,1,2025
2025-01-01,1,20:53,EST,Vrbl  3,10.0,Fair,CLR,39.9,19.0,,,43%,,,29.99,1015.5,,,,2025-01-02,1,2025
2025-01-01,1,21:53,EST,Vrbl  5,10.0,A Few Clouds,FEW055,39.0,19.9,,,46%,36.0,,30.0,1015.9,,,,2025-01-02,1,2025
2025-01-01,1,22:53,EST,Vrbl  5,10.0,Partly Cloudy,SCT055,39.0,19.0,,,45%,36.0,,30.03,1017.0,,,,2025-01-04,1,2025
2025-01-01,1,23:53,EST,NW  10  G 23,10.0,Overcast,OVC050,37.9,18.0,,,44%,32.0,,30.04,1017.4,,,,2025-01-04,1,2025
2025-01-02,2,00:53,EST,W  8  G 18,10.0,Mostly Cloudy,BKN060,36.0,15.1,41.0,36.0,42%,30.0,,30.06,1018.0,,,,2025-01-04,1,2025
2025-01-02,2,01:53,EST,NW  7  G 17,10.0,Overcast,OVC055,36.0,14.0,,,40%,31.0,,30.08,1018.8,,,,2025-01-04,1,2025
2025-01-02,2,02:53,EST,W  8,10.0,Overcast,OVC055,35.1,14.0,,,42%,29.0,,30.11,1019.7,,,,2025-01-04,1,2025
2025-01-02,2,03:53,EST,Calm,10.0,Overcast,OVC055,35.1,15.1,,,44%,,,30.1,1019.3,,,,2025-01-04,1,2025
2025-01-02,2,04:53,EST,Calm,10.0,Overcast,OVC055,33.1,16.0,,,49%,,,30.09,1019.4,,,,2025-01-04,1,2025
2025-01-02,2,05:53,EST,S  5,10.0,Overcast,OVC055,34.0,15.1,,,46%,30.0,,30.12,1020.1,,,,2025-01-04,1,2025
2025-01-02,2,06:53,EST,W  8,10.0,Mostly Cloudy,BKN050,33.1,16.0,37.0,30.9,49%,27.0,,30.14,1020.8,,,,2025-01-04,1,2025
2025-01-02,2,07:53,EST,Vrbl  5,10.0,Fair,CLR,34.0,16.0,,,48%,30.0,,30.17,1022.0,,,,2025-01-04,1,2025
2025-01-02,2,08:53,EST,NW  7,10.0,A Few Clouds,FEW050,35.1,15.1,,,44%,30.0,,30.2,1022.8,,,,2025-01-04,1,2025
2025-01-02,2,09:53,EST,SW  6,10.0,A Few Clouds,FEW050,35.1,18.0,,,50%,31.0,,30.21,1023.4,,,,2025-01-04,1,2025
2025-01-02,2,10:53,EST,Vrbl  3,10.0,Overcast,OVC050,36.0,17.1,,,46%,,,30.21,1023.4,,,,2025-01-04,1,2025
2025-01-02,2,11:53,EST,Vrbl  7,10.0,Fair,CLR,39.0,18.0,,,43%,35.0,,30.17,1021.8,,,,2025-01-04,1,2025
2025-01-02,2,12:53,EST,W  8  G 17,10.0,Fair,CLR,39.9,18.0,41.0,33.1,41%,35.0,,30.16,1021.5,,,,2025-01-04,1,2025
2025-01-02,2,13:53,EST,Vrbl  7,10.0,Fair,CLR,42.1,18.0,,,38%,38.0,,30.12,1020.2,,,,2025-01-04,1,2025
2025-01-02,2,14:53,EST,Vrbl  3,10.0,Fair,CLR,41.0,16.0,,,36%,,,30.11,1020.0,,,,2025-01-04,1,2025
2025-01-02,2,16:53,EST,Calm,10.0,Fair,CLR,41.0,15.1,,,35%,,,30.13,1020.5,,,,2025-01-04,1,2025
2025-01-02,2,17:53,EST,Calm,10.0,Fair,CLR,39.0,15.1,,,38%,,,30.14,1020.9,,,,2025-01-04,1,2025
2025-01-02,2,18:53,EST,Vrbl  3,10.0,Fair,CLR,37.9,15.1,43.0,36.0,39%,,,30.15,1021.2,,,,2025-01-04,1,2025
2025-01-02,2,19:53,EST,Vrbl  3,10.0,Fair,CLR,36.0,15.1,,,42%,,,30.15,1021.3,,,,2025-01-04,1,2025
2025-01-02,2,20:53,EST,SW  6,10.0,Fair,CLR,35.1,16.0,,,46%,31.0,,30.14,1021.1,,,,2025-01-04,1,2025
2025-01-02,2,21:53,EST,Calm,10.0,Fair,CLR,35.1,16.0,,,46%,,,30.14,1020.9,,,,2025-01-04,1,2025
2025-01-02,2,22:53,EST,S  7,10.0,Fair,CLR,30.0,17.1,,,58%,24.0,,30.15,1021.2,,,,2025-01-04,1,2025
2025-01-02,2,23:53,EST,SW  3,10.0,Fair,CLR,35.1,17.1,,,48%,,,30.14,1021.1,,,,2025-01-04,1,2025
2025-01-03,3,00:53,EST,Calm,10.0,Fair,CLR,32.0,17.1,37.9,30.0,54%,,,30.13,1020.5,,,,2025-01-04,1,2025
2025-01-03,3,01:53,EST,Calm,10.0,Fair,CLR,33.1,17.1,,,52%,,,30.12,1020.4,,,,2025-01-04,1,2025
2025-01-03,3,02:53,EST,Calm,10.0,Fair,CLR,33.1,17.1,,,52%,,,30.12,1020.3,,,,2025-01-04,1,2025
2025-01-03,3,03:53,EST,S  6,10.0,Fair,CLR,33.1,19.0,,,56%,28.0,,30.1,1019.6,,,,2025-01-04,1,2025
2025-01-03,3,04:53,EST,S  7,10.0,Fair,CLR,32.0,19.0,,,59%,26.0,,30.09,1019.2,,,,2025-01-04,1,2025
2025-01-03,3,05:53,EST,S  6,10.0,Fair,CLR,30.9,19.0,,,61%,26.0,,30.08,1019.1,,,,2025-01-04,1,2025
2025-01-03,3,06:53,EST,S  7,10.0,Fair,CLR,30.0,19.9,35.1,30.0,66%,24.0,,30.07,1018.7,,,,2025-01-04,1,2025
2025-01-03,3,07:53,EST,S  9,10.0,Fair,CLR,30.9,19.9,,,64%,24.0,,30.06,1018.1,,,,2025-01-04,1,2025
2025-01-03,3,08:53,EST,S  8,10.0,A Few Clouds,FEW110,32.0,21.9,,,66%,25.0,,30.03,1017.3,,,,2025-01-04,1,2025
2025-01-03,3,09:53,EST,S  6,10.0,Fair,CLR,36.0,21.9,,,57%,32.0,,30.0,1016.1,,,,2025-01-04,1,2025
2025-01-03,3,10:53,EST,S  10,10.0,Fair,CLR,39.0,24.1,,,55%,33.0,,29.96,1014.7,,,,2025-01-04,1,2025
2025-01-03,3,11:53,EST,S  13,10.0,Overcast,OVC050,39.9,23.0,,,51%,33.0,,29.9,1012.8,,,,2025-01-04,1,2025
2025-01-03,3,12:53,EST,Vrbl  5  G 22,10.0,Overcast,OVC060,44.1,21.0,44.1,28.9,40%,42.0,,29.86,1011.4,,,,2025-01-04,1,2025
2025-01-03,3,13:53,EST,W  10,10.0,Overcast,BKN060 BKN075 OVC090,43.0,21.9,,,43%,38.0,,29.84,1010.6,,,,2025-01-04,1,2025
2025-01-03,3,14:53,EST,NW  12  G 22,10.0,Overcast,BKN060 OVC085,43.0,19.9,,,40%,37.0,,29.84,1010.8,,,,2025-01-04,1,2025
2025-01-03,3,15:53,EST,W  12  G 26,10.0,Partly Cloudy,FEW065 SCT080,41.0,17.1,,,38%,35.0,,29.88,1012.1,,,,2025-01-04,1,2025
2025-01-03,3,16:53,EST,NW  12  G 17,10.0,Mostly Cloudy,BKN055,37.0,15.1,,,41%,30.0,,29.91,1013.2,,,,2025-01-04,1,2025
2025-01-03,3,17:53,EST,W  16  G 29,10.0,A Few Clouds,FEW070,34.0,9.0,,,35%,24.0,,29.94,1014.2,,,,2025-01-04,1,2025
2025-01-03,3,18:53,EST,NW  15  G 26,10.0,A Few Clouds,FEW070,33.1,7.0,45.0,33.1,33%,24.0,,29.98,1015.6,,,,2025-01-04,1,2025
2025-01-03,3,19:53,EST,NW  9  G 28,10.0,Mostly Cloudy,BKN070,30.0,6.1,,,36%,22.0,,30.02,1016.9,,,,2025-01-04,1,2025
2025-01-03,3,20:53,EST,W  8  G 25,10.0,Overcast,SCT060 OVC070,30.0,8.1,,,39%,23.0,,30.04,1017.6,,,,2025-01-04,1,2025
2025-01-03,3,21:53,EST,NW  10  G 23,10.0,Overcast,OVC065,28.9,8.1,,,41%,20.0,,30.04,1017.6,,,,2025-01-04,1,2025
2025-01-03,3,22:53,EST,Vrbl  5  G 20,10.0,A Few Clouds,FEW065,28.0,6.1,,,39%,24.0,,30.04,1017.5,,,,2025-01-04,1,2025
2025-01-04,4,00:53,EST,W  9,10.0,Mostly Cloudy,BKN060,28.0,7.0,33.1,27.0,41%,20.0,,30.03,1017.1,,,,2025-01-04,1,2025
2025-01-04,4,01:53,EST,NW  7,10.0,Mostly Cloudy,BKN055 BKN070,27.0,9.0,,,46%,20.0,,30.03,1017.3,,,,2025-01-04,1,2025
2025-01-04,4,02:53,EST,NW  10  G 17,10.0,Fair,CLR,27.0,8.1,,,45%,18.0,,30.05,1017.8,,,,2025-01-04,1,2025
2025-01-04,4,04:53,EST,NW  7,10.0,Fair,CLR,26.1,7.0,,,44%,19.0,,30.07,1018.6,,,,2025-01-04,1,2025
2025-01-04,4,05:53,EST,Vrbl  5,10.0,Fair,CLR,26.1,7.0,,,44%,21.0,,30.08,1019.1,,,,2025-01-04,1,2025
2025-01-04,4,06:53,EST,NW  8  G 21,10.0,Fair,CLR,26.1,6.1,28.0,26.1,42%,18.0,,30.1,1019.6,,,,2025-01-04,1,2025
2025-01-04,4,07:53,EST,NW  9,10.0,Fair,CLR,26.1,6.1,,,42%,18.0,,30.11,1020.2,,,,2025-01-04,1,2025
2025-01-04,4,08:53,EST,NW  10  G 20,10.0,Fair,CLR,28.0,6.1,,,39%,19.0,,30.12,1020.3,,,,2025-01-04,1,2025
2025-01-04,4,09:53,EST,NW  8  G 20,10.0,Fair,CLR,28.0,5.0,,,37%,21.0,,30.14,1020.9,,,,2025-01-04,1,2025
2025-01-04,4,10:53,EST,NW  8,10.0,Fair,CLR,30.0,3.9,,,33%,23.0,,30.13,1020.7,,,,2025-01-04,1,2025
2025-01-04,4,11:53,EST,Vrbl  6  G 22,10.0,Fair,CLR,30.9,1.9,,,29%,26.0,,30.12,1020.3,,,,2025-01-04,1,2025
2025-01-04,4,12:53,EST,NW  10  G 21,10.0,Fair,CLR,32.0,1.9,33.1,26.1,27%,24.0,,30.09,1019.3,,,,2025-01-04,1,2025
2025-01-04,4,13:53,EST,W  10  G 20,10.0,Fair,CLR,33.1,1.0,,,25%,26.0,,30.09,1019.3,,,,2025-01-04,1,2025
2025-01-04,4,14:53,EST,NW  16  G 24,10.0,Fair,CLR,34.0,1.0,,,24%,24.0,,30.09,1019.3,,,,2025-01-04,1,2025
2025-01-04,4,15:53,EST,NW  15  G 31,10.0,Fair,CLR,33.1,-0.0,,,24%,24.0,,30.09,1019.5,,,,2025-01-04,1,2025
2025-01-04,4,16:53,EST,NW  10  G 21,10.0,Fair,CLR,30.9,1.0,,,28%,23.0,,30.1,1019.6,,,,2025-01-04,1,2025
2025-01-04,4,17:53,EST,W  8  G 20,10.0,Fair,CLR,30.0,1.0,,,29%,23.0,,30.12,1020.6,,,,2025-01-04,1,2025
2025-01-04,4,18:53,EST,W  3,10.0,Fair,CLR,28.9,1.0,34.0,28.9,30%,,,30.14,1021.1,,,,2025-01-04,1,2025
2025-01-04,4,19:53,EST,Vrbl  3,10.0,Fair,CLR,28.0,1.9,,,32%,,,30.14,1021.3,,,,2025-01-04,1,2025
2025-01-04,4,20:53,EST,Calm,10.0,Fair,CLR,27.0,3.0,,,35%,,,30.14,1021.3,,,,2025-01-04,1,2025
2025-01-04,4,21:53,EST,Calm,10.0,Fair,CLR,26.1,1.9,,,35%,,,30.15,1021.5,,,,2025-01-04,1,2025
