starting_year,student_id,Fall,Winter,Spring
2023,2022-1524,88.0,87.0,83.0
2023,2022-1525,79.0,,75.0
2023,2022-1526,56.0,47.0,52.0
2023,2022-1527,87.0,83.0,82.0
2023,2022-1528,54.0,51.0,49.0
2023,2022-1529,73.0,66.0,86.0
2023,2022-153,100.0,91.0,100.0
2023,2022-1530,75.0,66.0,73.0
2023,2022-1531,60.0,53.0,55.0
2023,2022-1532,67.0,58.0,73.0
2023,2022-1533,80.0,75.0,75.0
2023,2022-1534,71.0,63.0,66.0
2023,2022-1535,72.0,,68.0
2023,2022-1536,87.0,77.0,96.0
2023,2022-1537,73.0,70.0,68.0
2023,2022-1538,74.0,69.0,69.0
2023,2022-1539,71.0,62.0,66.0
2023,2022-154,84.0,80.0,79.0
2023,2022-1540,66.0,60.0,61.0
2023,2022-1541,65.0,59.0,68.0
2023,2022-1542,69.0,65.0,64.0
2023,2022-1543,92.0,90.0,91.0
2023,2022-1544,43.0,,40.0
2023,2022-1545,72.0,70.0,70.0
2023,2022-1546,67.0,58.0,62.0
2023,2022-1547,58.0,56.0,70.0
2023,2022-1548,79.0,74.0,85.0
2023,2022-1549,49.0,40.0,44.0
2023,2022-155,76.0,70.0,82.0
2023,2022-1550,77.0,73.0,72.0
2023,2022-1551,64.0,57.0,71.0
2023,2022-1552,54.0,,49.0
2023,2022-1553,55.0,,50.0
2023,2022-1554,63.0,,58.0
2023,2022-1555,78.0,,73.0
2023,2022-1556,57.0,56.0,68.0
2023,2022-1557,74.0,73.0,69.0
2023,2022-1558,48.0,47.0,43.0
2023,2022-1559,81.0,79.0,76.0
2023,2022-156,65.0,55.0,62.0
2023,2022-1560,71.0,66.0,66.0
2023,2022-1561,67.0,,62.0
2023,2022-1562,69.0,59.0,74.0
2023,2022-1563,75.0,,89.0
2023,2022-1564,65.0,57.0,60.0
2023,2022-1565,70.0,68.0,65.0
2023,2022-1566,90.0,81.0,85.0
2023,2022-1567,65.0,64.0,76.0
2023,2022-1568,78.0,,73.0
2023,2022-1569,73.0,,69.0
2023,2022-157,83.0,76.0,79.0
2023,2022-1570,73.0,,81.0
2023,2022-1571,76.0,67.0,71.0
2023,2022-1572,85.0,84.0,91.0
2023,2022-1573,76.0,,86.0
2023,2022-1574,76.0,68.0,71.0
2023,2022-1575,81.0,80.0,91.0
2023,2022-1576,70.0,67.0,78.0
2023,2022-1577,79.0,,77.0
2023,2022-1578,64.0,59.0,59.0
2023,2022-1579,65.0,59.0,79.0
2023,2022-158,79.0,75.0,80.0
2023,2022-1580,76.0,69.0,78.0
2023,2022-1581,70.0,,65.0
2023,2022-1582,69.0,68.0,66.0
2023,2022-1583,77.0,73.0,72.0
2023,2022-1584,80.0,72.0,86.0
2023,2022-1585,64.0,63.0,67.0
2023,2022-1586,62.0,55.0,73.0
2023,2022-1587,52.0,42.0,47.0
2023,2022-1588,78.0,70.0,73.0
2023,2022-1589,74.0,67.0,69.0
2023,2022-159,72.0,71.0,68.0
2023,2022-1590,68.0,,72.0
2023,2022-1591,69.0,62.0,64.0
2023,2022-1592,66.0,59.0,61.0
2023,2022-1593,73.0,71.0,68.0
2023,2022-1594,53.0,,67.0
2023,2022-1595,69.0,,68.0
2023,2022-1596,63.0,60.0,69.0
2023,2022-1597,73.0,67.0,86.0
2023,2022-1598,78.0,72.0,73.0
2023,2022-1599,68.0,60.0,78.0
2023,2022-16,63.0,55.0,67.0
2023,2022-160,79.0,,74.0
2023,2022-1600,61.0,52.0,58.0
2023,2022-1601,67.0,58.0,76.0
2023,2022-1602,56.0,50.0,57.0
2023,2022-1603,53.0,48.0,48.0
2023,2022-1604,68.0,67.0,73.0
2023,2022-1605,52.0,,64.0
2023,2022-1606,67.0,59.0,69.0
2023,2022-1607,71.0,65.0,66.0
2023,2022-1608,73.0,67.0,82.0
2023,2022-1609,66.0,57.0,77.0
2023,2022-161,62.0,60.0,57.0
2023,2022-1610,71.0,,66.0
2023,2022-1611,80.0,71.0,76.0
2023,2022-1612,72.0,65.0,79.0
2023,2022-1613,76.0,,71.0
2023,2022-1614,83.0,77.0,78.0
2023,2022-1615,78.0,73.0,87.0
2023,2022-1616,83.0,80.0,85.0
2023,2022-1617,70.0,67.0,65.0
2023,2022-1618,69.0,59.0,64.0
2023,2022-1619,70.0,67.0,65.0
2023,2022-162,57.0,,69.0
2023,2022-1620,56.0,47.0,55.0
2023,2022-1621,69.0,,83.0
2023,2022-1622,72.0,68.0,67.0
2023,2022-1623,56.0,55.0,51.0
2023,2022-1624,66.0,61.0,73.0
2023,2022-1625,71.0,67.0,84.0
2023,2022-1626,75.0,72.0,70.0
2023,2022-1627,49.0,48.0,44.0
2023,2022-1628,58.0,51.0,61.0
2023,2022-1629,69.0,62.0,65.0
2023,2022-163,66.0,57.0,61.0
2023,2022-1630,60.0,,55.0
2023,2022-1631,79.0,72.0,85.0
2023,2022-1632,78.0,74.0,73.0
2023,2022-1633,71.0,,66.0
2023,2022-1634,77.0,71.0,89.0
2023,2022-1635,68.0,59.0,67.0
2023,2022-1636,60.0,,55.0
2023,2022-1637,73.0,68.0,68.0
2023,2022-1638,78.0,76.0,73.0
2023,2022-1639,70.0,65.0,70.0
2023,2022-164,58.0,52.0,53.0
2023,2022-1640,69.0,64.0,70.0
2023,2022-1641,77.0,75.0,90.0
2023,2022-1642,73.0,,73.0
2023,2022-1643,65.0,55.0,60.0
2023,2022-1644,63.0,55.0,58.0
2023,2022-1645,74.0,69.0,81.0
2023,2022-1646,70.0,60.0,67.0
2023,2022-1647,83.0,76.0,94.0
2023,2022-1648,68.0,67.0,63.0
2023,2022-1649,78.0,75.0,73.0
2023,2022-165,65.0,58.0,60.0
2023,2022-1650,73.0,65.0,68.0
2023,2022-1651,73.0,69.0,68.0
2023,2022-1652,65.0,56.0,60.0
2023,2022-1653,67.0,59.0,69.0
2023,2022-1654,70.0,61.0,84.0
2023,2022-1655,62.0,55.0,64.0
2023,2022-1656,77.0,76.0,72.0
2023,2022-1657,75.0,69.0,70.0
2023,2022-1658,67.0,57.0,68.0
2023,2022-1659,100.0,94.0,96.0
2023,2022-166,63.0,56.0,66.0
2023,2022-1660,54.0,52.0,49.0
2023,2022-1661,48.0,,60.0
2023,2022-1662,55.0,46.0,50.0
2023,2022-1663,82.0,76.0,77.0
2023,2022-1664,68.0,59.0,63.0
2023,2022-1665,70.0,68.0,65.0
2023,2022-1666,75.0,68.0,70.0
2023,2022-1667,74.0,68.0,69.0
2023,2022-1668,63.0,61.0,58.0
2023,2022-1669,66.0,61.0,61.0
2023,2022-167,70.0,64.0,73.0
2023,2022-1670,73.0,72.0,71.0
2023,2022-1671,78.0,76.0,91.0
2023,2022-1672,71.0,62.0,72.0
2023,2022-1673,63.0,,69.0
2023,2022-1674,77.0,75.0,72.0
2023,2022-1675,51.0,47.0,46.0
2023,2022-1676,69.0,68.0,79.0
2023,2022-1677,80.0,,75.0
2023,2022-1678,51.0,43.0,46.0
2023,2022-1679,70.0,62.0,65.0
2023,2022-168,69.0,60.0,64.0
2023,2022-1680,85.0,82.0,86.0
2023,2022-1681,72.0,66.0,67.0
2023,2022-1682,79.0,69.0,87.0
2023,2022-1683,72.0,68.0,81.0
2023,2022-1684,66.0,64.0,65.0
2023,2022-1685,73.0,70.0,83.0
2023,2022-1686,64.0,61.0,59.0
2023,2022-1687,66.0,59.0,73.0
2023,2022-1688,81.0,77.0,76.0
2023,2022-1689,88.0,80.0,89.0
2023,2022-169,48.0,42.0,43.0
2023,2022-1690,87.0,85.0,82.0
2023,2022-1691,64.0,55.0,59.0
2023,2022-1692,71.0,64.0,66.0
2023,2022-1693,74.0,67.0,69.0
2023,2022-1694,49.0,45.0,56.0
2023,2022-1695,83.0,76.0,78.0
2023,2022-1696,63.0,62.0,64.0
2023,2022-1697,70.0,68.0,68.0
2023,2022-1698,67.0,61.0,75.0
2023,2022-1699,76.0,68.0,71.0
2023,2022-17,70.0,66.0,66.0
2023,2022-170,71.0,,66.0
2023,2022-1700,77.0,70.0,72.0
2023,2022-1701,76.0,70.0,85.0
2023,2022-1702,78.0,,80.0
2023,2022-1703,65.0,61.0,72.0
2023,2022-1704,62.0,54.0,57.0
2023,2022-1705,71.0,,75.0
2023,2022-1706,62.0,56.0,59.0
2023,2022-1707,57.0,54.0,52.0
2023,2022-1708,57.0,49.0,52.0
2023,2022-1709,82.0,72.0,78.0
2023,2022-171,66.0,60.0,80.0
2023,2022-1710,69.0,59.0,64.0
2023,2022-1711,72.0,,74.0
2023,2022-1712,71.0,62.0,66.0
2023,2022-1713,49.0,47.0,44.0
2023,2022-1714,60.0,55.0,55.0
2023,2022-1715,76.0,74.0,71.0
2023,2022-1716,68.0,65.0,74.0
2023,2022-1717,85.0,82.0,85.0
2023,2022-1718,76.0,75.0,71.0
2023,2022-1719,84.0,82.0,79.0
2023,2022-172,67.0,,78.0
2023,2022-1720,59.0,51.0,73.0
2023,2022-1721,77.0,72.0,72.0
2023,2022-1722,79.0,76.0,87.0
2023,2022-1723,55.0,50.0,50.0
2023,2022-1724,86.0,82.0,89.0
2023,2022-1725,62.0,61.0,64.0
2023,2022-1726,70.0,69.0,84.0
2023,2022-1727,87.0,84.0,82.0
2023,2022-1728,73.0,63.0,73.0
2023,2022-1729,60.0,,55.0
2023,2022-173,53.0,48.0,48.0
2023,2022-1730,62.0,,57.0
2023,2022-1731,78.0,73.0,73.0
2023,2022-1732,71.0,63.0,85.0
2023,2022-1733,91.0,85.0,94.0
2023,2022-1734,67.0,66.0,63.0
2023,2022-1735,68.0,,82.0
2023,2022-1736,72.0,62.0,67.0
2023,2022-1737,47.0,,43.0
2023,2022-1738,69.0,68.0,64.0
2023,2022-1739,66.0,65.0,61.0
2023,2022-174,73.0,66.0,68.0
2023,2022-1740,63.0,57.0,61.0
2023,2022-1741,67.0,66.0,73.0
2023,2022-1742,63.0,62.0,69.0
2023,2022-1743,81.0,80.0,76.0
2023,2022-1744,65.0,63.0,76.0
2023,2022-1745,62.0,54.0,75.0
2023,2022-1746,52.0,50.0,59.0
2023,2022-1747,90.0,87.0,85.0
2023,2022-1748,58.0,48.0,56.0
2023,2022-1749,64.0,55.0,59.0
2023,2022-175,60.0,59.0,67.0
2023,2022-1750,67.0,61.0,62.0
2023,2022-1751,63.0,,58.0
2023,2022-1752,59.0,50.0,54.0
2023,2022-1753,68.0,59.0,63.0
2023,2022-1754,48.0,47.0,56.0
2023,2022-1755,66.0,62.0,64.0
2023,2022-1756,64.0,57.0,72.0
2023,2022-1757,87.0,82.0,82.0
2023,2022-1758,84.0,78.0,79.0
2023,2022-1759,58.0,55.0,56.0
2023,2022-176,65.0,60.0,63.0
2023,2022-1760,71.0,67.0,72.0
2023,2022-1761,63.0,59.0,58.0
2023,2022-1762,56.0,47.0,70.0
2023,2022-1763,73.0,72.0,68.0
2023,2022-1764,75.0,,72.0
2023,2022-1765,66.0,57.0,61.0
2023,2022-1766,74.0,,83.0
2023,2022-1767,57.0,48.0,64.0
2023,2022-1768,72.0,68.0,79.0
2023,2022-1769,62.0,58.0,57.0
2023,2022-177,73.0,63.0,68.0
2023,2022-1770,75.0,66.0,81.0
2023,2022-1771,67.0,65.0,62.0
2023,2022-1772,77.0,72.0,72.0
2023,2022-1773,81.0,78.0,76.0
2023,2022-1774,71.0,61.0,70.0
2023,2022-1775,89.0,80.0,84.0
2023,2022-1776,64.0,54.0,65.0
2023,2022-1777,61.0,57.0,60.0
2023,2022-1778,72.0,71.0,67.0
2023,2022-1779,57.0,56.0,52.0
2023,2022-178,50.0,45.0,64.0
2023,2022-1780,54.0,45.0,51.0
2023,2022-1781,78.0,72.0,78.0
2023,2022-1782,74.0,65.0,69.0
2023,2022-1783,72.0,71.0,77.0
2023,2022-1784,65.0,58.0,64.0
2023,2022-1785,79.0,77.0,76.0
2023,2022-1786,71.0,65.0,83.0
2023,2022-1787,47.0,45.0,43.0
2023,2022-1788,81.0,78.0,87.0
2023,2022-1789,75.0,70.0,89.0
2023,2022-179,80.0,79.0,93.0
2023,2022-1790,72.0,69.0,68.0
2023,2022-1791,61.0,56.0,72.0
2023,2022-1792,59.0,54.0,54.0
2023,2022-1793,64.0,60.0,60.0
2023,2022-1794,59.0,58.0,62.0
2023,2022-1795,68.0,66.0,82.0
2023,2022-1796,62.0,56.0,64.0
2023,2022-1797,57.0,51.0,52.0
2023,2022-1798,50.0,49.0,58.0
2023,2022-1799,92.0,89.0,87.0
2023,2022-18,79.0,,82.0
2023,2022-180,75.0,65.0,84.0
2023,2022-1800,77.0,71.0,72.0
2023,2022-1801,84.0,77.0,79.0
2023,2022-1802,78.0,73.0,73.0
2023,2022-1803,71.0,69.0,66.0
2023,2022-1804,47.0,39.0,42.0
2023,2022-1805,62.0,56.0,57.0
2023,2022-1806,61.0,51.0,56.0
2023,2022-1807,62.0,,67.0
2023,2022-1808,60.0,57.0,55.0
2023,2022-1809,69.0,68.0,77.0
2023,2022-181,74.0,70.0,81.0
2023,2022-1810,65.0,61.0,60.0
2023,2022-1811,92.0,89.0,88.0
2023,2022-1812,67.0,58.0,62.0
2023,2022-1813,76.0,75.0,71.0
2023,2022-1814,75.0,70.0,86.0
2023,2022-1815,75.0,74.0,70.0
2023,2022-1816,80.0,75.0,75.0
2023,2022-1817,74.0,72.0,87.0
2023,2022-1818,79.0,,74.0
2023,2022-1819,57.0,47.0,57.0
2023,2022-182,68.0,,63.0
2023,2022-1820,72.0,62.0,69.0
2023,2022-1821,86.0,76.0,81.0
2023,2022-1822,78.0,74.0,91.0
2023,2022-1823,94.0,87.0,100.0
2023,2022-1824,68.0,59.0,69.0
2023,2022-1825,53.0,51.0,48.0
2023,2022-1826,62.0,58.0,74.0
2023,2022-1827,65.0,61.0,60.0
2023,2022-1828,72.0,63.0,67.0
2023,2022-1829,67.0,63.0,69.0
2023,2022-183,59.0,54.0,54.0
2023,2022-1830,71.0,64.0,66.0
2023,2022-1831,66.0,65.0,71.0
2023,2022-1832,81.0,,76.0
2023,2022-1833,89.0,84.0,84.0
2023,2022-1834,86.0,83.0,99.0
2023,2022-1835,69.0,,64.0
2023,2022-1836,66.0,61.0,62.0
2023,2022-1837,66.0,,61.0
2023,2022-1838,81.0,75.0,76.0
2023,2022-1839,72.0,66.0,80.0
2023,2022-184,73.0,,68.0
2023,2022-1840,62.0,56.0,69.0
2023,2022-1841,77.0,67.0,85.0
2023,2022-1842,69.0,60.0,64.0
2023,2022-1843,58.0,57.0,54.0
2023,2022-1844,85.0,,80.0
2023,2022-1845,82.0,77.0,77.0
2023,2022-1846,76.0,72.0,82.0
2023,2022-1847,58.0,54.0,53.0
2023,2022-1848,55.0,47.0,58.0
2023,2022-1849,68.0,61.0,63.0
2023,2022-185,69.0,64.0,64.0
2023,2022-1850,69.0,,64.0
2023,2022-1851,71.0,65.0,72.0
2023,2022-1852,65.0,,60.0
2023,2022-1853,52.0,48.0,64.0
2023,2022-1854,54.0,50.0,49.0
2023,2022-1855,72.0,64.0,84.0
2023,2022-1856,41.0,32.0,36.0
2023,2022-1857,70.0,63.0,74.0
2023,2022-1858,79.0,73.0,74.0
2023,2022-1859,52.0,48.0,47.0
2023,2022-186,77.0,71.0,72.0
2023,2022-1860,77.0,75.0,78.0
2023,2022-1861,60.0,54.0,55.0
2023,2022-1862,79.0,78.0,74.0
2023,2022-1863,73.0,66.0,69.0
2023,2022-1864,75.0,72.0,70.0
2023,2022-1865,68.0,62.0,82.0
2023,2022-1866,77.0,68.0,77.0
2023,2022-1867,56.0,55.0,51.0
2023,2022-1868,89.0,80.0,85.0
2023,2022-1869,68.0,58.0,77.0
2023,2022-187,65.0,58.0,67.0
2023,2022-1870,73.0,71.0,68.0
2023,2022-1871,68.0,64.0,68.0
2023,2022-1872,77.0,68.0,72.0
2023,2022-1873,84.0,80.0,98.0
2023,2022-1874,75.0,66.0,78.0
2023,2022-1875,70.0,67.0,65.0
2023,2022-1876,59.0,51.0,64.0
2023,2022-1877,85.0,80.0,97.0
2023,2022-1878,55.0,48.0,50.0
2023,2022-1879,83.0,80.0,89.0
2023,2022-188,61.0,59.0,72.0
2023,2022-1880,81.0,76.0,79.0
2023,2022-1881,58.0,,71.0
2023,2022-1882,71.0,70.0,69.0
2023,2022-1883,73.0,68.0,68.0
2023,2022-1884,87.0,79.0,86.0
2023,2022-1885,48.0,43.0,57.0
2023,2022-1886,63.0,53.0,66.0
2023,2022-1887,46.0,44.0,44.0
2023,2022-1888,71.0,61.0,66.0
2023,2022-1889,51.0,41.0,56.0
2023,2022-189,77.0,68.0,83.0
2023,2022-1890,60.0,54.0,72.0
2023,2022-1891,78.0,72.0,73.0
2023,2022-1892,75.0,65.0,82.0
2023,2022-1893,73.0,69.0,68.0
2023,2022-1894,63.0,60.0,67.0
2023,2022-1895,72.0,71.0,67.0
2023,2022-1896,60.0,59.0,55.0
2023,2022-1897,76.0,73.0,71.0
2023,2022-1898,62.0,61.0,76.0
2023,2022-1899,60.0,,71.0
2023,2022-19,69.0,68.0,71.0
2023,2022-190,67.0,57.0,68.0
2023,2022-1900,71.0,63.0,82.0
2023,2022-1901,73.0,71.0,68.0
2023,2022-1902,76.0,71.0,90.0
2023,2022-1903,71.0,65.0,66.0
2023,2022-1904,76.0,66.0,71.0
2023,2022-1905,50.0,40.0,45.0
2023,2022-1906,56.0,53.0,51.0
2023,2022-1907,72.0,65.0,67.0
2023,2022-1908,64.0,,61.0
2023,2022-1909,68.0,65.0,68.0
2023,2022-191,55.0,45.0,50.0
2023,2022-1910,97.0,,100.0
2023,2022-1911,72.0,70.0,67.0
2023,2022-1912,78.0,,79.0
2023,2022-1913,66.0,59.0,69.0
2023,2022-1914,67.0,60.0,65.0
2023,2022-1915,63.0,60.0,58.0
2023,2022-1916,75.0,73.0,70.0
2023,2022-1917,58.0,49.0,70.0
2023,2022-1918,58.0,50.0,71.0
2023,2022-1919,63.0,55.0,64.0
2023,2022-192,68.0,65.0,81.0
2023,2022-1920,44.0,41.0,40.0
2023,2022-1921,52.0,,47.0
2023,2022-1922,76.0,66.0,71.0
2023,2022-1923,66.0,58.0,61.0
2023,2022-1924,74.0,65.0,73.0
2023,2022-1925,73.0,,68.0
2023,2022-1926,86.0,78.0,81.0
2023,2022-1927,60.0,59.0,73.0
2023,2022-1928,77.0,71.0,72.0
2023,2022-1929,78.0,,73.0
2023,2022-193,47.0,45.0,42.0
2023,2022-1930,59.0,51.0,73.0
2023,2022-1931,66.0,,61.0
2023,2022-1932,87.0,86.0,87.0
2023,2022-1933,59.0,56.0,54.0
2023,2022-1934,75.0,68.0,78.0
2023,2022-1935,76.0,67.0,71.0
2023,2022-1936,77.0,,73.0
2023,2022-1937,81.0,,76.0
2023,2022-1938,72.0,,81.0
2023,2022-1939,67.0,57.0,64.0
2023,2022-194,59.0,,54.0
2023,2022-1940,67.0,66.0,74.0
2023,2022-1941,76.0,,71.0
2023,2022-1942,82.0,73.0,87.0
2023,2022-1943,68.0,66.0,63.0
2023,2022-1944,84.0,,87.0
2023,2022-1945,80.0,79.0,75.0
2023,2022-1946,49.0,39.0,61.0
2023,2022-1947,80.0,74.0,81.0
2023,2022-1948,68.0,60.0,63.0
2023,2022-1949,84.0,80.0,79.0
2023,2022-195,54.0,,49.0
2023,2022-1950,67.0,58.0,65.0
2023,2022-1951,66.0,63.0,76.0
2023,2022-1952,61.0,58.0,58.0
2023,2022-1953,58.0,,61.0
2023,2022-1954,70.0,69.0,65.0
2023,2022-1955,84.0,78.0,79.0
2023,2022-1956,81.0,74.0,86.0
2023,2022-1957,81.0,,82.0
2023,2022-1958,91.0,,86.0
2023,2022-1959,65.0,63.0,75.0
2023,2022-196,65.0,,60.0
2023,2022-1960,72.0,,67.0
2023,2022-1961,70.0,69.0,65.0
2023,2022-1962,65.0,55.0,79.0
2023,2022-1963,83.0,81.0,85.0
2023,2022-1964,83.0,82.0,78.0
2023,2022-1965,75.0,70.0,71.0
2023,2022-1966,61.0,51.0,68.0
2023,2022-1967,67.0,65.0,62.0
2023,2022-1968,80.0,77.0,75.0
2023,2022-1969,82.0,76.0,87.0
2023,2022-197,70.0,,66.0
2023,2022-1970,66.0,64.0,70.0
2023,2022-1971,68.0,63.0,66.0
2023,2022-1972,73.0,71.0,68.0
2023,2022-1973,79.0,75.0,81.0
2023,2022-1974,61.0,54.0,64.0
2023,2022-1975,80.0,75.0,75.0
2023,2022-1976,56.0,,65.0
2023,2022-1977,63.0,56.0,69.0
2023,2022-1978,49.0,39.0,44.0
2023,2022-1979,80.0,78.0,77.0
2023,2022-198,78.0,70.0,91.0
2023,2022-1980,79.0,73.0,74.0
2023,2022-1981,74.0,68.0,69.0
2023,2022-1982,78.0,74.0,80.0
2023,2022-1983,70.0,64.0,65.0
2023,2022-1984,68.0,62.0,72.0
2023,2022-1985,79.0,78.0,86.0
2023,2022-1986,70.0,,70.0
2023,2022-1987,52.0,,47.0
2023,2022-1988,71.0,70.0,72.0
2023,2022-1989,66.0,59.0,76.0
2023,2022-199,54.0,51.0,49.0
2023,2022-1990,67.0,63.0,67.0
2023,2022-1991,57.0,47.0,64.0
2023,2022-1992,69.0,65.0,64.0
2023,2022-1993,69.0,,79.0
2023,2022-1994,67.0,63.0,63.0
2023,2022-1995,71.0,65.0,84.0
2023,2022-1996,73.0,69.0,68.0
2023,2022-1997,81.0,71.0,83.0
2023,2022-1998,83.0,73.0,89.0
2023,2022-1999,52.0,49.0,56.0
2023,2022-2,54.0,51.0,56.0
2023,2022-20,57.0,53.0,64.0
2023,2022-200,74.0,72.0,76.0
2023,2022-2000,67.0,59.0,62.0
2023,2022-2001,68.0,,73.0
2023,2022-2002,90.0,82.0,91.0
2023,2022-2003,71.0,61.0,69.0
2023,2022-2004,68.0,67.0,63.0
2023,2022-2005,71.0,70.0,66.0
2023,2022-2006,79.0,78.0,74.0
2023,2022-2007,47.0,42.0,42.0
2023,2022-2008,86.0,85.0,97.0
2023,2022-2009,58.0,,67.0
2023,2022-201,70.0,62.0,80.0
2023,2022-2010,78.0,77.0,73.0
2023,2022-2011,51.0,43.0,60.0
2023,2022-2012,88.0,87.0,88.0
2023,2022-2013,77.0,74.0,75.0
2023,2022-2014,89.0,86.0,84.0
2023,2022-2015,59.0,50.0,54.0
2023,2022-2016,85.0,84.0,96.0
2023,2022-2017,92.0,82.0,87.0
2023,2022-2018,62.0,52.0,57.0
2023,2022-2019,70.0,67.0,76.0
2023,2022-202,63.0,57.0,58.0
2023,2022-2020,41.0,34.0,36.0
2023,2022-2021,75.0,67.0,70.0
2023,2022-2022,71.0,70.0,85.0
2023,2022-2023,54.0,52.0,49.0
2023,2022-2024,83.0,82.0,89.0
2023,2022-2025,97.0,96.0,92.0
2023,2022-2026,65.0,61.0,60.0
2023,2022-2027,78.0,74.0,73.0
2023,2022-2028,62.0,59.0,70.0
2023,2022-2029,68.0,60.0,77.0
2023,2022-203,64.0,63.0,59.0
2023,2022-2030,66.0,59.0,72.0
2023,2022-2031,56.0,55.0,51.0
2023,2022-2032,70.0,60.0,65.0
2023,2022-2033,72.0,65.0,68.0
2023,2022-2034,57.0,47.0,52.0
2023,2022-2035,75.0,71.0,70.0
2023,2022-2036,58.0,48.0,71.0
2023,2022-2037,65.0,57.0,60.0
2023,2022-2038,81.0,78.0,76.0
2023,2022-2039,68.0,63.0,69.0
2023,2022-204,66.0,56.0,62.0
2023,2022-2040,64.0,55.0,66.0
2023,2022-2041,71.0,65.0,66.0
2023,2022-2042,87.0,85.0,93.0
2023,2022-2043,62.0,53.0,57.0
2023,2022-2044,86.0,81.0,81.0
2023,2022-2045,70.0,64.0,81.0
2023,2022-2046,71.0,66.0,68.0
2023,2022-2047,66.0,62.0,67.0
2023,2022-2048,93.0,92.0,88.0
2023,2022-2049,67.0,60.0,62.0
2023,2022-205,62.0,55.0,67.0
2023,2022-2050,62.0,59.0,62.0
2023,2022-2051,66.0,64.0,68.0
2023,2022-2052,63.0,55.0,58.0
2023,2022-2053,68.0,59.0,79.0
2023,2022-2054,81.0,,76.0
2023,2022-2055,48.0,39.0,61.0
2023,2022-2056,52.0,49.0,51.0
2023,2022-2057,82.0,73.0,77.0
2023,2022-2058,65.0,58.0,68.0
2023,2022-2059,72.0,67.0,67.0
2023,2022-206,85.0,81.0,80.0
2023,2022-2060,87.0,78.0,86.0
2023,2022-2061,50.0,42.0,45.0
2023,2022-2062,91.0,82.0,100.0
2023,2022-2063,66.0,61.0,61.0
2023,2022-2064,82.0,73.0,77.0
2023,2022-2065,59.0,51.0,54.0
2023,2022-2066,67.0,64.0,62.0
2023,2022-2067,67.0,65.0,62.0
2023,2022-2068,62.0,59.0,57.0
2023,2022-2069,83.0,81.0,96.0
2023,2022-207,61.0,51.0,59.0
2023,2022-2070,76.0,73.0,78.0
2023,2022-2071,58.0,49.0,71.0
2023,2022-2072,78.0,70.0,73.0
2023,2022-2073,64.0,59.0,59.0
2023,2022-2074,82.0,77.0,79.0
2023,2022-2075,65.0,64.0,60.0
2023,2022-2076,72.0,69.0,71.0
2023,2022-2077,55.0,52.0,50.0
2023,2022-2078,70.0,61.0,68.0
2023,2022-2079,71.0,69.0,66.0
2023,2022-208,62.0,61.0,57.0
2023,2022-2080,68.0,59.0,66.0
2023,2022-2081,59.0,56.0,54.0
2023,2022-2082,81.0,,76.0
2023,2022-2083,67.0,63.0,62.0
2023,2022-2084,59.0,50.0,71.0
2023,2022-2085,66.0,60.0,80.0
2023,2022-2086,64.0,57.0,59.0
2023,2022-2087,55.0,45.0,50.0
2023,2022-2088,83.0,74.0,88.0
2023,2022-2089,71.0,64.0,75.0
2023,2022-209,77.0,72.0,72.0
2023,2022-2090,74.0,69.0,81.0
2023,2022-2091,59.0,50.0,70.0
2023,2022-2092,88.0,,96.0
2023,2022-2093,76.0,68.0,87.0
2023,2022-2094,76.0,67.0,77.0
2023,2022-2095,78.0,75.0,73.0
2023,2022-2096,65.0,56.0,60.0
2023,2022-2097,56.0,52.0,67.0
2023,2022-2098,69.0,,73.0
2023,2022-2099,45.0,35.0,49.0
2023,2022-21,81.0,73.0,86.0
2023,2022-210,56.0,54.0,51.0
2023,2022-2100,84.0,83.0,79.0
2023,2022-2101,85.0,78.0,82.0
2023,2022-2102,87.0,86.0,82.0
2023,2022-2103,63.0,61.0,58.0
2023,2022-2104,67.0,66.0,67.0
2023,2022-2105,65.0,59.0,60.0
2023,2022-2106,74.0,73.0,88.0
2023,2022-2107,75.0,74.0,75.0
2023,2022-2108,78.0,69.0,73.0
2023,2022-2109,62.0,52.0,69.0
2023,2022-211,67.0,,62.0
2023,2022-2110,76.0,68.0,71.0
2023,2022-2111,74.0,67.0,69.0
2023,2022-2112,56.0,48.0,53.0
2023,2022-2113,66.0,58.0,61.0
2023,2022-2114,78.0,75.0,78.0
2023,2022-2115,77.0,70.0,72.0
2023,2022-2116,60.0,52.0,55.0
2023,2022-2117,61.0,,66.0
2023,2022-2118,76.0,69.0,71.0
2023,2022-2119,79.0,70.0,74.0
2023,2022-212,72.0,62.0,67.0
2023,2022-2120,65.0,59.0,60.0
2023,2022-2121,58.0,55.0,53.0
2023,2022-2122,69.0,62.0,64.0
2023,2022-2123,79.0,77.0,74.0
2023,2022-2124,86.0,,81.0
2023,2022-2125,60.0,,72.0
2023,2022-2126,75.0,65.0,77.0
2023,2022-2127,57.0,52.0,52.0
2023,2022-2128,62.0,60.0,57.0
2023,2022-2129,79.0,74.0,90.0
2023,2022-213,68.0,65.0,74.0
2023,2022-2130,66.0,63.0,69.0
2023,2022-2131,73.0,64.0,69.0
2023,2022-2132,57.0,54.0,52.0
2023,2022-2133,70.0,62.0,84.0
2023,2022-2134,65.0,60.0,64.0
2023,2022-2135,72.0,65.0,67.0
2023,2022-2136,67.0,66.0,68.0
