starting_year,weekday,level,amount
2023,Mo,So,7.53
2023,Mo,Fr,11.03
2023,Tu,Fr,19.79
2023,We,So,15.43
2023,Mo,Fr,15.87
2023,Fr,Fr,12.96
2023,We,Fr,13.93
2023,Mo,Ju,18.14
2023,Th,Ju,5.55
2023,Tu,Fr,12.59
2023,Mo,Fr,17.74
2023,Sa,Fr,2.47
2023,We,So,18.39
2023,We,Ju,3.42
2023,Th,Fr,19.11
2023,Th,Fr,7.3
2023,We,Se,38.01
2023,Tu,Ju,13.71
2023,Fr,Fr,14.28
2023,Mo,Fr,6.06
2023,We,Se,2.54
2023,Mo,So,3.56
2023,Th,Ju,10.32
2023,Mo,Fr,3.05
2023,Tu,Fr,6.45
2023,Mo,Fr,11.68
2023,Mo,Ju,24.03
2023,Th,Fr,2.75
2023,We,Fr,10.35
2023,Th,Fr,11.32
2023,We,Fr,3.0
2023,Th,Fr,12.81
2023,Th,Fr,9.65
2023,Th,Fr,11.37
2023,Tu,Fr,13.91
2023,Su,So,6.08
2023,Th,Ju,32.74
2023,Tu,Fr,15.74
2023,Fr,Se,7.12
2023,Sa,Fr,11.89
2023,We,Fr,17.96
2023,Tu,Fr,18.05
2023,Fr,Fr,10.01
2023,Tu,Fr,12.42
2023,Mo,Fr,3.28
2023,We,Ju,3.6
2023,Mo,Fr,15.74
2023,Mo,So,22.66
2023,We,So,12.24
2023,We,Se,6.09
2023,Th,Ju,5.09
2023,Fr,Fr,9.29
2023,Sa,Fr,8.19
2023,Th,Fr,15.75
2023,Th,So,0.08
2023,We,Fr,11.42
2023,Tu,So,3.94
2023,We,Se,37.28
2023,We,Ju,16.73
2023,Fr,Ju,4.02
2023,Tu,Fr,5.7
2023,Th,So,18.04
2023,Sa,Fr,7.75
2023,Mo,Se,23.16
2023,Fr,Fr,3.14
2023,Tu,Fr,18.89
2023,Fr,Ju,17.27
2023,We,Ju,29.04
2023,Tu,So,3.39
2023,Tu,Fr,1.87
2023,Fr,Fr,11.45
2023,Mo,Fr,2.74
2023,We,Fr,2.02
2023,Su,So,22.68
2023,Th,Fr,6.3
2023,Mo,Fr,8.75
2023,Th,So,0.24
2023,We,Ju,7.8
2023,Mo,Fr,17.21
2023,Tu,Ju,32.87
2023,Th,Se,2.97
2023,Mo,Fr,18.47
2023,Mo,Ju,21.57
2023,Th,So,16.59
2023,Mo,So,19.36
2023,Th,Fr,9.19
2023,We,Fr,2.1
2023,Tu,Fr,18.19
2023,Th,Fr,18.9
2023,Th,Fr,15.78
2023,Mo,Fr,6.61
2023,Tu,Fr,2.24
2023,Mo,Fr,8.53
2023,Sa,Fr,5.82
2023,Th,Se,4.09
2023,We,Fr,17.28
2023,Fr,Fr,14.21
2023,Fr,So,22.04
2023,Tu,Ju,33.98
2023,Th,Fr,13.68
2023,We,Fr,15.13
2023,Tu,Fr,0.16
2023,Th,So,3.08
2023,Sa,Fr,8.42
2023,Th,Fr,18.68
2023,Th,Se,15.99
2023,Tu,Fr,3.82
2023,Th,So,17.85
2023,Mo,Fr,11.05
2023,We,Ju,33.79
2023,Su,Fr,5.83
2023,Th,Fr,18.08
2023,Mo,Fr,15.08
2023,Th,Se,0.36
2023,Fr,Fr,8.17
2023,Sa,Se,6.32
2023,Mo,Ju,15.35
2023,Th,Fr,4.67
2023,Mo,Se,30.64
2023,Mo,Fr,0.03
2023,Th,Fr,17.72
2023,We,Fr,13.81
2023,Tu,So,18.61
2023,Fr,So,18.2
2023,Tu,Fr,12.44
2023,Mo,Fr,9.46
2023,We,Fr,0.13
2023,Mo,Fr,1.47
2023,Mo,Fr,5.48
2023,Su,So,20.61
2023,Tu,Se,21.16
2023,Th,Fr,2.74
2023,Tu,Fr,12.29
2023,Su,Ju,24.74
2023,We,Fr,11.89
2023,Th,So,13.3
2023,Mo,Fr,16.23
2023,Th,Fr,9.32
2023,Th,Fr,14.3
2023,Tu,Fr,6.09
2023,We,Fr,0.54
2023,Tu,Fr,3.44
2023,Sa,So,19.52
2023,Fr,Fr,3.66
2023,We,Fr,9.49
2023,Tu,So,15.42
2023,Th,Fr,14.1
2023,Fr,So,14.01
2023,Su,Ju,20.27
2023,Fr,Fr,16.67
2023,Fr,Ju,12.09
2023,Tu,Fr,4.78
2023,Tu,Fr,0.74
2023,We,Fr,16.59
2023,Sa,Se,20.33
2023,Tu,Fr,10.47
2023,Th,So,14.15
2023,Mo,Ju,6.74
2023,Tu,Fr,16.21
2023,Tu,Fr,0.57
2023,Tu,Fr,14.44
2023,Mo,So,9.9
2023,Tu,So,8.76
2023,Tu,Ju,8.83
2023,Fr,So,2.21
2023,We,Fr,2.67
2023,We,Se,24.06
2023,We,Fr,7.63
2023,Tu,So,23.42
2023,Tu,Se,40.2
2023,Su,Fr,1.39
2023,Fr,Fr,4.99
2023,Mo,So,10.14
2023,Tu,Ju,17.28
2023,Th,Fr,3.1
2023,We,Fr,0.35
2023,Mo,Ju,27.04
2023,Tu,So,15.2
2023,Su,So,24.39
2023,Tu,So,5.2
2023,Th,Fr,11.26
2023,Fr,Fr,7.71
2023,We,Fr,14.16
2023,Tu,Fr,17.9
2023,Fr,Se,1.28
2023,Fr,Ju,7.79
2023,Fr,Fr,19.29
2023,We,Se,15.07
2023,We,So,6.76
2023,Tu,Ju,6.31
2023,We,Ju,11.62
2023,Mo,Fr,16.19
2023,Sa,Fr,7.8
2023,Tu,So,18.57
2023,We,Ju,17.67
2023,Mo,Fr,10.65
2023,We,Fr,3.31
2023,We,Fr,6.6
2023,Th,Fr,11.66
2023,Mo,Fr,3.93
2023,Sa,Fr,12.01
2023,We,Fr,3.35
2023,Mo,So,7.29
2023,We,So,17.37
2023,Tu,Fr,4.07
2023,We,Ju,30.81
2023,Fr,So,5.73
2023,Th,So,20.13
2023,Mo,Se,1.5
2023,Fr,Fr,15.31
2023,Tu,Fr,13.84
2023,Fr,Fr,11.97
2023,Tu,Fr,13.51
2023,Fr,Fr,16.93
2023,Tu,So,14.99
2023,We,Fr,12.53
2023,Sa,Fr,0.13
2023,Su,Fr,11.79
2023,We,Fr,8.7
2023,We,Fr,15.6
2023,Th,Fr,10.24
2023,We,Fr,17.92
2023,Sa,So,0.06
2023,We,Fr,14.14
2023,Fr,Fr,2.15
2023,Fr,Se,36.48
2023,Th,Fr,19.69
2023,We,Fr,10.91
2023,Fr,Ju,17.01
2023,Th,Fr,1.42
2023,Fr,Fr,3.18
2023,We,So,6.22
2023,Th,So,2.55
2023,Tu,Fr,10.69
2023,Th,Se,28.31
2023,Sa,Fr,10.46
2023,We,So,16.39
2023,Su,Se,20.59
2023,Fr,Fr,2.21
2023,Mo,Fr,5.9
2023,We,Fr,10.6
2023,Tu,Fr,10.25
2023,Fr,Fr,2.54
2023,We,Ju,27.05
2023,Tu,Ju,16.13
2023,Fr,So,1.97
2023,Tu,So,4.33
2023,Su,Fr,0.9
2023,Th,Fr,12.48
2023,We,Fr,13.74
2023,Tu,So,12.82
2023,Mo,Fr,16.01
2023,We,Se,2.48
2023,Mo,So,11.02
2023,Tu,Fr,19.19
2023,Fr,So,1.98
2023,Tu,Se,35.62
2023,We,So,23.75
2023,We,Ju,2.99
2023,We,Fr,4.95
2023,Th,So,0.74
2023,We,Fr,1.22
2023,Mo,Fr,11.12
2023,Th,Se,34.42
2023,Th,Ju,23.33
2023,Mo,Fr,16.43
2023,Tu,Fr,2.14
2023,Mo,Fr,0.27
2023,We,Fr,10.48
2023,Mo,Fr,10.42
2023,Th,Ju,31.84
2023,We,Ju,19.47
2023,Tu,Se,8.65
2023,We,Fr,3.85
2023,Mo,So,9.32
2023,Fr,Fr,17.05
2023,We,Fr,10.74
2023,Th,So,9.41
2023,Th,Fr,7.94
2023,Fr,Ju,22.6
2023,We,Fr,18.35
2023,Fr,Se,9.39
2023,Tu,Fr,13.45
2023,Th,Ju,9.05
2023,Tu,Fr,17.99
2023,Mo,Fr,6.25
2023,Tu,Se,4.47
2023,Mo,So,23.2
2023,Th,Fr,8.71
2023,Tu,Fr,7.49
2023,We,Fr,15.17
2023,Mo,Fr,19.95
2023,Su,So,7.14
2023,Tu,Se,37.21
2023,We,Fr,6.91
2023,Mo,So,15.28
2023,We,So,22.19
2023,Tu,Fr,8.25
2023,Tu,Fr,17.91
2023,We,Fr,15.17
2023,Tu,Ju,2.81
2023,Tu,Fr,15.73
2023,We,Se,25.1
2023,Mo,Fr,18.78
2023,Th,Fr,2.99
2023,Th,So,15.36
2023,Fr,Fr,16.41
2023,Th,Fr,16.24
2023,We,Fr,11.95
2023,We,Fr,3.73
2023,Th,So,8.77
2023,Th,Fr,10.96
2023,Th,Fr,1.83
2023,Th,Fr,17.3
2023,Mo,Fr,1.35
2023,Th,Ju,29.37
2023,Fr,Fr,17.52
2023,We,Fr,18.29
2023,We,Se,29.39
2023,Mo,Fr,8.7
2023,Fr,Fr,7.45
2023,We,Fr,9.69
2023,Mo,So,17.83
2023,Su,Fr,8.46
2023,We,So,22.25
2023,Sa,Fr,14.78
2023,Mo,Ju,19.0
2023,Sa,Fr,2.18
2023,Tu,Fr,12.7
2023,We,Fr,16.99
2023,We,Fr,19.4
2023,We,Ju,7.78
2023,Fr,Fr,7.79
2023,Fr,So,17.47
2023,Tu,Fr,4.87
2023,Mo,So,2.51
2023,Mo,Se,12.7
2023,Th,So,8.39
2023,We,So,9.71
2023,We,So,2.05
2023,Tu,Fr,16.05
2023,Fr,Fr,1.41
2023,Fr,Fr,11.72
2023,Th,Fr,10.39
2023,Mo,Fr,12.18
2023,Th,Fr,0.53
2023,Mo,So,22.38
2023,Fr,Fr,8.06
2023,Tu,Fr,6.46
2023,Mo,Ju,28.5
2023,Mo,So,9.59
2023,Th,Fr,3.25
2023,Tu,So,22.22
2023,Mo,So,6.85
2023,Tu,Fr,6.05
2023,Th,Se,20.17
2023,Fr,So,7.16
2023,We,Fr,13.51
2023,Tu,So,16.88
2023,Mo,Ju,10.43
2023,Sa,So,1.84
2023,We,Ju,27.7
2023,Mo,Fr,14.18
2023,We,So,8.89
2023,Mo,Fr,4.35
2023,Th,Fr,17.14
2023,Tu,Se,41.05
2023,We,Fr,7.72
2023,Th,So,12.43
2023,Th,So,25.14
2023,Mo,So,16.67
2023,We,Se,38.64
2023,Tu,Fr,0.51
2023,We,Fr,1.65
2023,Mo,Fr,6.11
2023,Th,Ju,26.39
2023,Mo,Fr,6.0
2023,Sa,Fr,3.72
2023,We,Se,1.42
2023,We,Fr,15.71
2023,Fr,Ju,6.14
2023,We,Fr,16.87
2023,Th,Fr,6.27
2023,Th,So,0.29
2023,We,Fr,18.47
2023,We,Fr,18.01
2023,Su,Fr,13.27
2023,Tu,So,6.8
2023,Tu,Se,9.37
2023,Tu,Fr,0.21
2023,Th,Fr,1.3
2023,Fr,Ju,16.4
2023,Th,So,7.65
2023,Tu,Se,10.25
2023,Mo,Ju,28.88
2023,Th,Fr,18.03
2023,We,Fr,2.47
2023,Su,Fr,4.61
2023,Tu,Se,2.09
2023,We,Fr,15.17
2023,Fr,Ju,29.96
2023,Fr,Fr,9.96
2023,Mo,So,10.72
2023,We,Ju,7.19
2023,Tu,Fr,7.63
2023,Mo,So,9.82
2023,Tu,Ju,0.28
2023,We,Fr,19.67
2023,Tu,So,6.0
2023,We,Fr,10.3
2023,We,Se,14.53
2023,Fr,So,14.38
2023,Su,Ju,6.74
2023,Fr,Fr,6.77
2023,Mo,Ju,23.02
2023,Su,So,24.71
2023,We,Ju,21.54
2023,We,So,20.13
2023,Fr,Fr,0.98
2023,We,Fr,7.45
2023,Su,Ju,13.38
2023,Fr,Ju,0.59
2023,We,Ju,13.72
2023,Mo,So,9.27
2023,Tu,So,1.81
2023,We,Fr,15.43
2023,We,So,5.7
2023,We,Fr,4.57
2023,We,Fr,17.02
2023,We,Fr,19.39
2023,Su,Se,34.3
2023,Mo,Se,26.06
2023,Fr,Fr,15.83
2023,Th,Fr,0.59
2023,Tu,So,12.8
2023,Mo,Fr,4.09
2023,Mo,Fr,7.7
2023,We,Fr,2.51
2023,Su,Fr,4.66
2023,Tu,Fr,19.77
2023,Mo,Fr,16.93
2023,We,Fr,9.12
2023,Fr,Fr,12.23
2023,We,Fr,5.4
2023,Th,So,0.25
2023,Th,So,25.7
2023,Th,Fr,12.02
2023,Tu,Fr,15.64
2023,We,Fr,8.24
2023,Th,Fr,15.74
2023,We,Fr,6.43
2023,Fr,Ju,28.48
2023,Tu,Fr,14.22
2023,Su,Ju,33.91
2023,Th,So,20.66
2023,Tu,Fr,1.1
2023,Su,Fr,13.7
2023,We,Fr,7.16
2023,Mo,Fr,17.2
2023,We,Ju,23.66
2023,Tu,Fr,13.32
2023,Tu,Fr,10.09
2023,Tu,Fr,18.45
2023,We,Ju,22.54
2023,Tu,Fr,16.95
2023,We,Fr,18.66
2023,Mo,So,11.62
2023,Tu,Se,36.88
2023,Tu,Fr,14.26
2023,Tu,Fr,17.24
2023,Tu,So,17.25
2023,Tu,Fr,8.17
2023,Th,Fr,1.61
2023,Tu,Fr,13.4
2023,We,Fr,3.83
2023,Fr,Fr,5.6
2023,We,So,24.24
2023,Su,Fr,1.78
2023,Tu,Fr,2.89
2023,Mo,Ju,6.18
2023,Th,Fr,15.69
2023,Mo,Fr,19.34
2023,Mo,Fr,19.36
2023,Tu,Fr,19.04
2023,Tu,Fr,2.95
2023,Tu,Fr,14.69
2023,Tu,Fr,1.57
2023,Mo,Fr,14.45
2023,Th,So,13.81
2023,Fr,Fr,13.92
2023,Tu,So,15.19
2023,Tu,So,17.0
2023,We,Ju,4.42
2023,Mo,Fr,3.51
2023,Th,Ju,32.64
2023,We,Fr,5.39
2023,Mo,Fr,1.09
2023,Tu,So,9.99
2023,Th,So,19.12
2023,Tu,Fr,2.09
2023,Mo,Fr,12.2
2023,Tu,Fr,9.8
2023,We,So,1.53
2023,We,Ju,26.37
2023,Tu,Fr,8.02
2023,Sa,So,13.34
2023,Fr,So,20.82
2023,Sa,Fr,3.49
2023,We,Fr,19.06
2023,Th,Ju,7.77
2023,Tu,So,12.73
2023,Tu,Fr,1.31
2023,Th,Se,18.64
2023,Fr,So,7.23
2023,Su,Fr,18.39
2023,Tu,Fr,0.65
2023,Th,Se,31.9
2023,Fr,Ju,26.78
2023,Fr,So,7.08
2023,Mo,Fr,15.02
2023,Th,Fr,12.16
2023,Mo,Ju,19.83
2023,Tu,Fr,14.4
2023,We,Ju,33.31
2023,We,So,23.24
2023,Fr,Se,9.7
2023,Tu,Fr,13.57
2023,Th,Fr,1.01
2023,We,Fr,11.96
2023,Su,Ju,0.35
2023,Tu,So,23.27
2023,Mo,Fr,6.51
2023,Th,Ju,8.6
2023,Mo,So,7.18
2023,We,So,1.83
2023,We,So,15.38
2023,Mo,Fr,1.26
2023,Tu,Ju,22.1
2023,Tu,Fr,2.69
2023,Tu,So,6.28
2023,Th,Ju,1.24
2023,We,Fr,8.42
2023,Mo,Fr,4.63
2023,Tu,Fr,7.89
2023,Th,Fr,16.57
2023,Th,Fr,2.66
2023,Mo,Fr,9.95
2023,We,Fr,4.41
2023,Tu,Se,35.37
2023,Sa,Fr,6.83
2023,Sa,Fr,11.38
2023,We,So,21.4
2023,Sa,Fr,16.39
2023,We,Fr,12.54
2023,We,Ju,10.98
2023,Tu,So,16.28
2023,Mo,Se,24.8
2023,Su,Fr,11.05
2023,Tu,Fr,15.69
2023,Su,So,21.29
2023,Mo,Ju,32.02
2023,We,Se,12.37
2023,Tu,So,3.55
2023,Tu,Fr,7.29
2023,Tu,Fr,3.81
2023,Th,So,17.62
2023,We,Fr,5.92
2023,Fr,Fr,16.41
2023,We,Se,38.94
2023,We,So,2.47
2023,Sa,Fr,5.0
2023,Mo,So,10.33
2023,Fr,Se,13.12
2023,Th,Fr,18.4
2023,We,Fr,16.54
2023,Fr,Fr,1.7
2023,Mo,Fr,6.77
2023,Fr,Fr,15.79
2023,Th,Fr,14.4
2023,Fr,Fr,1.41
2023,We,Fr,19.1
2023,Tu,So,23.16
2023,Th,So,12.13
2023,We,Fr,14.75
2023,Tu,Fr,11.49
2023,Fr,Se,4.69
2023,Th,Fr,16.03
2023,Su,Fr,5.24
2023,We,So,0.34
2023,Fr,Ju,5.06
2023,Tu,Ju,32.71
2023,Mo,So,11.1
2023,We,Fr,4.88
2023,Th,Se,40.04
2023,We,Fr,11.5
2023,We,So,15.34
2023,Tu,So,7.38
2023,Th,Fr,2.13
2023,Th,Fr,4.46
2023,Fr,Ju,13.14
2023,Mo,So,12.07
2023,Tu,Fr,0.58
2023,Mo,Fr,1.47
2023,Tu,So,3.76
2023,Mo,Fr,12.73
2023,Tu,Fr,8.94
2023,Tu,Fr,3.43
2023,Sa,Ju,6.95
2023,Fr,So,17.14
2023,We,Fr,3.57
2023,Mo,Fr,5.15
2023,We,Fr,13.72
2023,Mo,Fr,3.21
2023,We,Fr,2.18
2023,Mo,Fr,13.37
2023,Mo,Fr,11.09
2023,Tu,Ju,16.33
2023,Mo,Fr,16.24
2023,Th,Fr,13.65
2023,Mo,Fr,10.72
2023,Th,Fr,1.27
2023,Fr,Fr,14.66
2023,Tu,So,3.56
2023,Mo,Ju,8.7
2023,Th,Fr,18.32
2023,Tu,So,14.77
2023,We,So,23.17
2023,Mo,Se,20.06
2023,Th,Fr,14.79
2023,Th,Fr,9.41
2023,We,Fr,9.59
2023,Th,Fr,13.21
2023,We,Fr,4.36
2023,Th,Fr,8.49
2023,Th,Ju,30.17
2023,We,Fr,3.64
2023,We,So,23.97
2023,Fr,So,19.6
2023,Tu,Fr,3.6
2023,We,Se,36.85
2023,Mo,Se,19.67
2023,Tu,Fr,5.33
2023,We,Se,12.59
2023,We,So,25.6
2023,Fr,Ju,22.78
2023,We,So,3.33
2023,We,So,3.26
2023,We,Fr,1.46
2023,Fr,So,0.78
2023,Mo,Fr,17.87
2023,Mo,Se,24.01
2023,We,Fr,9.55
2023,Mo,Fr,7.94
2023,Tu,Fr,6.55
2023,Tu,Fr,7.84
2023,Tu,Ju,10.19
2023,We,Fr,17.56
2023,Th,So,14.27
2023,Tu,Fr,12.8
2023,Th,Ju,16.64
2023,Mo,Fr,1.96
2023,Tu,Fr,10.62
2023,We,Fr,16.89
2023,Tu,Fr,0.92
2023,Tu,Se,18.38
2023,Tu,Fr,15.33
2023,We,Fr,8.83
2023,Su,So,25.61
2023,Fr,Fr,10.65
2023,Mo,So,6.56
2023,Th,So,14.05
2023,Th,So,2.96
2023,We,Fr,8.19
2023,Th,Fr,7.63
2023,Th,Fr,11.96
2023,Mo,Fr,5.83
2023,Sa,Fr,5.66
2023,Mo,Fr,18.11
2023,Su,Fr,15.84
2023,We,Se,10.39
2023,Tu,So,22.05
2023,Su,Fr,19.03
2023,Mo,Fr,2.93
2023,Sa,Ju,27.27
2023,Th,Fr,0.03
2023,Th,Fr,12.11
2023,Fr,Fr,3.88
2023,We,Fr,4.63
2023,Tu,Fr,14.0
2023,Th,So,1.15
2023,Tu,So,24.76
2023,Mo,So,17.74
2023,We,Fr,4.45
2023,We,So,4.46
2023,Tu,Fr,4.94
2023,Su,Ju,18.74
2023,We,Ju,15.03
2023,Fr,Fr,17.29
2023,We,Fr,1.09
2023,Th,Ju,7.33
2023,Su,Fr,16.64
2023,Th,Fr,16.45
2023,Mo,Fr,11.17
2023,Mo,Fr,16.59
2023,We,Ju,21.84
2023,Th,So,13.04
2023,Th,Fr,12.98
2023,Th,Fr,13.08
2023,We,Fr,1.92
2023,We,Fr,7.51
2023,We,Fr,6.97
2023,Th,So,7.88
2023,Th,Fr,12.74
2023,Mo,Fr,16.75
2023,Tu,So,17.99
2023,We,Ju,6.58
2023,We,Fr,4.45
2023,Fr,Ju,13.95
2023,Tu,Fr,6.66
2023,Tu,Se,33.55
2023,We,Fr,2.75
2023,We,Ju,1.84
2023,Mo,Fr,19.18
2023,Fr,Ju,30.34
2023,We,Ju,0.37
2023,Tu,Se,34.71
2023,Th,Fr,14.26
2023,Th,Fr,17.07
2023,Mo,Fr,0.64
2023,We,Fr,18.47
2023,We,Fr,11.26
2023,Mo,Fr,18.33
2023,Mo,Fr,18.6
2023,Fr,Ju,22.86
2023,We,So,10.86
2023,We,Fr,6.2
2023,Tu,Fr,14.37
2023,Tu,Fr,13.71
2023,Th,Fr,6.04
2023,Fr,Fr,2.37
2023,Th,So,7.08
2023,Tu,Fr,12.05
2023,Mo,Ju,19.42
2023,We,Fr,18.39
2023,Tu,Fr,12.95
2023,Fr,So,4.58
2023,Mo,So,3.85
2023,Th,Fr,3.14
2023,Tu,Ju,20.58
2023,Mo,Fr,4.77
2023,Su,Ju,23.53
2023,Tu,Fr,11.32
2023,Tu,Fr,19.24
2023,Th,So,10.69
2023,We,Se,10.89
2023,Th,Fr,12.89
2023,Su,Fr,10.12
2023,Th,Fr,3.18
2023,Tu,Fr,13.28
2023,Tu,Fr,7.44
2023,We,Fr,1.36
2023,Su,So,18.84
2023,Mo,Fr,6.55
2023,Mo,So,20.16
2023,Fr,Fr,16.11
2023,We,Fr,4.04
2023,We,Ju,21.94
2023,Mo,Fr,9.9
2023,Fr,So,17.81
2023,Sa,Fr,3.49
2023,Th,So,24.62
2023,Mo,Fr,12.57
2023,We,So,6.11
2023,Fr,Fr,7.32
2023,Mo,So,2.85
2023,Th,Ju,20.54
2023,Su,So,19.33
2023,We,Fr,10.15
2023,Mo,Se,9.77
2023,Th,So,24.92
2023,Fr,Fr,14.22
2023,We,Fr,2.26
2023,Th,Fr,5.03
2023,Tu,Ju,14.53
2023,Tu,Fr,0.89
2023,We,Fr,4.77
2023,We,Fr,12.25
2023,Tu,So,18.02
2023,We,Fr,14.18
2023,We,Ju,1.54
2023,Fr,Se,34.95
2023,Th,Fr,5.21
2023,Mo,Fr,9.15
2023,Sa,Fr,8.43
2023,Th,Fr,2.59
2023,We,Fr,19.84
2023,Tu,Fr,9.24
2023,Th,Fr,0.4
2023,Fr,So,10.86
2023,We,Se,26.39
2023,Mo,Fr,17.49
2023,Tu,Se,3.39
2023,We,Fr,6.63
2023,Th,Fr,16.12
2023,Th,Fr,18.97
2023,Tu,Se,36.62
2023,Tu,Fr,17.33
2023,Th,Ju,2.62
2023,Th,So,11.93
2023,We,Fr,19.11
2023,Tu,Fr,4.25
2023,We,Fr,7.44
2023,We,Se,19.57
2023,Tu,Se,29.03
2023,Th,Ju,2.92
2023,We,Fr,7.63
2023,Th,So,15.12
2023,Tu,Fr,9.72
2023,Mo,Fr,10.42
2023,Mo,So,18.87
2023,Mo,So,11.37
2023,Fr,Fr,7.33
2023,Tu,So,1.37
2023,Su,So,21.57
2023,Fr,So,14.59
2023,Th,Fr,1.53
2023,Mo,So,21.93
2023,Mo,Fr,16.97
2023,We,Ju,14.06
2023,Sa,Fr,17.53
2023,Su,Fr,7.38
2023,Fr,So,6.7
2023,Mo,Fr,14.85
2023,Su,Fr,16.41
2023,We,Fr,9.6
2023,Fr,So,6.46
2023,We,So,12.4
2023,Fr,Fr,15.2
2023,Tu,Ju,8.76
2023,We,Fr,8.3
2023,We,Fr,18.41
2023,We,Fr,12.14
2023,We,Se,15.24
2023,Tu,Se,0.03
2023,Mo,Fr,12.46
2023,We,Se,14.73
2023,Th,Fr,10.23
2023,Su,Fr,18.71
2023,Th,So,5.92
2023,Th,Se,1.12
2023,Sa,Fr,11.02
2023,Su,Se,6.28
2023,Tu,So,6.51
2023,Tu,Fr,5.21
2023,Sa,So,19.32
2023,Th,Se,13.49
2023,Tu,Fr,13.41
2023,Tu,So,10.84
2023,Tu,Fr,5.28
2023,Tu,Ju,1.39
2023,Tu,Fr,2.11
2023,We,Fr,18.34
2023,We,So,14.66
2023,We,Ju,26.58
2023,We,Fr,3.48
2023,We,Fr,10.81
2023,Fr,Fr,12.58
2023,Tu,Fr,13.3
2023,Mo,Fr,3.18
2023,Th,Ju,14.62
2023,Fr,Fr,11.77
2023,Su,Fr,1.37
2023,We,Fr,17.8
2023,Tu,So,5.55
2023,Th,So,18.37
2023,Mo,Fr,2.92
2023,Su,Se,23.07
2023,Th,Fr,19.98
2023,We,Fr,4.3
2023,We,So,11.51
2023,Th,Fr,6.34
2023,Mo,So,16.47
2023,Sa,Se,25.82
2023,Mo,Fr,14.87
2023,We,Fr,6.37
2023,Tu,Fr,11.49
2023,Tu,So,18.88
2023,Mo,Se,37.05
2023,Su,So,16.57
2023,Fr,Fr,7.49
2023,We,Fr,6.19
2023,Tu,Se,6.65
2023,Mo,So,19.21
2023,We,Fr,15.96
2023,Mo,So,19.03
2023,We,So,25.3
2023,Tu,Ju,26.17
2023,Mo,Fr,17.92
2023,Tu,So,22.28
2023,We,So,6.81
2023,Su,So,3.94
2023,Tu,Fr,14.66
2023,Mo,Fr,1.83
2023,We,Fr,1.65
2023,Th,Fr,2.09
2023,We,Fr,18.05
2023,Tu,Fr,13.97
2023,Th,So,6.98
2023,Th,Se,15.5
2023,Fr,Ju,5.01
2023,Tu,Fr,6.62
2023,Mo,Fr,9.32
2023,Th,Fr,16.63
2023,We,Fr,12.01
2023,Th,Se,20.97
2023,Su,Fr,7.94
2023,We,Se,24.61
2023,We,Fr,12.84
2023,Mo,So,22.44
2023,Th,So,22.73
2023,Th,Fr,16.4
2023,Th,Fr,4.21
2023,Su,So,7.23
2023,Tu,Ju,27.82
2023,We,Ju,23.28
2023,We,Fr,14.86
2023,Su,Ju,11.26
2023,We,Fr,18.85
2023,Fr,Ju,15.37
2023,Th,Ju,13.84
2023,Th,Fr,6.71
2023,Tu,So,25.09
2023,Th,So,11.06
2023,Tu,Fr,5.87
2023,Mo,Fr,4.31
2023,Tu,So,9.26
2023,Th,So,22.95
2023,We,Fr,13.18
2023,Tu,Fr,9.78
2023,Th,Se,20.2
2023,We,Fr,5.97
2023,Fr,So,16.53
2023,We,So,18.94
2023,Th,Ju,10.33
2023,Mo,Fr,8.06
2023,Tu,Fr,0.46
2023,Tu,Fr,2.15
2023,We,Fr,12.97
2023,We,Fr,15.14
2023,Fr,Fr,7.8
2023,We,So,19.03
2023,Tu,Ju,33.12
2023,We,Ju,24.67
2023,We,So,3.4
2023,Su,Se,25.11
2023,Tu,Fr,9.1
2023,Tu,Ju,20.43
2023,Mo,Fr,13.98
2023,Tu,So,1.37
2023,Tu,Fr,16.15
2023,Sa,Fr,5.41
2023,Tu,Ju,21.05
2023,We,Fr,3.45
2023,We,So,15.48
2023,Su,Se,23.02
2023,We,Fr,6.62
2023,Fr,Ju,11.11
2023,Mo,So,8.07
2023,Fr,Fr,7.15
2023,Tu,Fr,19.44
2023,We,Se,19.44
2023,Tu,Fr,2.69
2023,We,So,15.07
2023,Tu,Fr,14.21
2023,Tu,Fr,18.66
2023,Th,Fr,2.75
2023,Mo,Fr,9.95
2023,Mo,Se,39.68
2023,Tu,Fr,8.56
2023,Th,Fr,1.77
2023,Mo,Fr,18.19
2023,Fr,So,3.25
2023,We,Fr,13.15
2023,Th,So,4.05
2023,Tu,Fr,15.42
2023,Th,Ju,25.54
2023,Fr,So,12.39
2023,Mo,Ju,12.54
2023,Mo,So,1.68
2023,Sa,Se,29.02
2023,We,Fr,0.49
2023,Tu,Se,41.1
2023,We,Ju,11.55
2023,We,Fr,19.52
2023,Tu,Fr,19.16
2023,Tu,Fr,19.28
2023,Tu,So,9.07
2023,Th,Fr,11.74
2023,Tu,So,25.99
2023,Su,Fr,16.15
2023,Mo,Fr,16.92
2023,Th,Fr,1.65
2023,Th,Ju,12.81
2023,Th,Fr,8.77
2023,We,Fr,16.88
2023,Tu,Fr,8.65
2023,Su,So,3.51
2023,Mo,So,24.09
2023,We,Ju,20.95
2023,Th,So,23.55
2023,Mo,Ju,1.95
2023,Mo,So,3.44
2023,Fr,Fr,18.54
2023,We,So,7.6
2023,We,Ju,24.46
2023,Mo,Fr,6.31
